25 25 0.000000 -0.000000
25 75 -0.000000 -0.000000
25 125 -0.000000 -0.000000
25 175 -0.000000 -0.000000
25 225 -0.000000 -0.000000
25 275 -0.000000 -0.000000
25 325 -0.000000 -0.000000
25 375 -0.000000 -0.000000
25 425 -0.000000 -0.000000
25 475 -0.000000 -0.000000
25 525 -0.000000 -0.000000
25 575 -0.000000 -0.000000
25 625 -0.000000 -0.000000
25 675 -0.000000 -0.000000
25 725 -0.000000 -0.000000
25 775 -0.000000 -0.000000
25 825 -0.000000 -0.000000
25 875 -0.000000 -0.000000
25 925 -0.000000 -0.000000
25 975 -0.000000 -0.000000
25 1025 -0.000000 -0.000000
25 1075 -0.000000 -0.000000
25 1125 -0.000000 -0.000000
25 1175 -0.000000 -0.000000
25 1225 -0.000000 -0.000000
25 1275 -0.000000 -0.000000
25 1325 -0.000000 -0.000000
25 1375 -0.000000 -0.000000
25 1425 -0.000000 -0.000000
25 1475 -0.000000 -0.000000
25 1525 -0.000000 -0.000000
25 1575 -0.000000 -0.000000
75 25 0.000000 -0.000000
75 75 -0.000000 -0.000000
75 125 -0.000000 -0.000000
75 175 -0.000000 -0.000000
75 225 -0.000000 -0.000000
75 275 -0.000000 -0.000000
75 325 -0.000000 -0.000000
75 375 -0.000000 -0.000000
75 425 -0.000000 -0.000000
75 475 -0.000000 -0.000000
75 525 -0.000000 -0.000000
75 575 -0.000000 -0.000000
75 625 -0.000000 -0.000000
75 675 -0.000000 -0.000000
75 725 -0.000000 -0.000000
75 775 -0.000000 -0.000000
75 825 -0.000000 -0.000000
75 875 -0.000000 -0.000000
75 925 -0.000000 -0.000000
75 975 -0.000000 -0.000000
75 1025 -0.000000 -0.000000
75 1075 -0.000000 -0.000000
75 1125 -0.000000 -0.000000
75 1175 -0.000000 -0.000000
75 1225 -0.000000 -0.000000
75 1275 -0.000000 -0.000000
75 1325 -0.000000 -0.000000
75 1375 -0.000000 -0.000000
75 1425 -0.000000 -0.000000
75 1475 -0.000000 -0.000000
75 1525 -0.000000 -0.000000
75 1575 -0.000000 -0.000000
125 25 0.000000 -0.000000
125 75 -0.000000 -0.000000
125 125 -0.000000 -0.000000
125 175 -0.000000 -0.000000
125 225 -0.000000 -0.000000
125 275 -0.000000 -0.000000
125 325 -0.000000 -0.000000
125 375 -0.000000 -0.000000
125 425 -0.000000 -0.000000
125 475 -0.000000 -0.000000
125 525 -0.000000 -0.000000
125 575 -0.000000 -0.000000
125 625 -0.000000 -0.000000
125 675 -0.000000 -0.000000
125 725 -0.000000 -0.000000
125 775 -0.000000 -0.000000
125 825 -0.000000 -0.000000
125 875 -0.000000 -0.000000
125 925 -0.000000 -0.000000
125 975 -0.000000 -0.000000
125 1025 -0.000000 -0.000000
125 1075 -0.000000 -0.000000
125 1125 -0.000000 -0.000000
125 1175 -0.000000 -0.000000
125 1225 -0.000000 -0.000000
125 1275 -0.000000 -0.000000
125 1325 -0.000000 -0.000000
125 1375 -0.000000 -0.000000
